task_id,suite,task_name,instruction,episode,episode_seed,success,n_steps,max_steps,timeout,distractor_density,n_distractors,n_pick_targets,n_grasp_attempts,n_gripper_close_events,n_close_commands,time_to_first_close,frac_closed,path_length,min_target_dist,final_target_dist,time_to_min_pick_dist,min_place_dist,final_place_dist,min_eef_place_dist,final_eef_place_dist,pick_displacement,eef_z_min,eef_z_max,nearest_at_first_close,correct_object_at_first_close,likely_recovery,success_video_gated,frame_path,fail_frame_path,success_video_path
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,36,1036,1,155,280,0,0.7142857142857143,5,1,2,2,3,58,0.4581,1.0825,0.0214,0.0422,85,0.0725,0.0725,0.0989,0.1105,0.3704,0.0673,0.2669,bbq_sauce_1,1,1,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,37,1037,1,118,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9441,0.0258,0.0722,50,0.0655,0.0655,0.1224,0.1305,0.3582,0.0695,0.28,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,38,1038,1,120,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9638,0.0268,0.1166,56,0.0285,0.0285,0.1267,0.1368,0.3441,0.0696,0.2867,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,39,1039,1,121,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9799,0.021,0.0648,62,0.0499,0.0499,0.1018,0.1105,0.3591,0.0675,0.2951,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,40,1040,1,164,280,0,0.7142857142857143,5,1,1,1,2,57,0.1037,1.1956,0.0192,0.0481,91,0.0569,0.0569,0.0976,0.0999,0.3514,0.0676,0.2917,bbq_sauce_1,1,1,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,41,1041,1,159,280,0,0.7142857142857143,5,1,2,2,2,61,0.4843,1.1208,0.015,0.0504,92,0.066,0.066,0.1008,0.115,0.3538,0.067,0.2778,bbq_sauce_1,1,1,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,42,1042,1,119,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9551,0.0244,0.0606,50,0.0722,0.0722,0.124,0.1297,0.3447,0.072,0.2854,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,43,1043,1,120,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9704,0.022,0.0735,68,0.0535,0.0535,0.1151,0.1257,0.349,0.0681,0.2994,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,44,1044,1,177,280,0,0.7142857142857143,5,1,1,1,2,56,0.1695,1.3516,0.0163,0.0883,114,0.0546,0.0546,0.1224,0.1421,0.3527,0.0654,0.2606,bbq_sauce_1,1,1,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,45,1045,1,130,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.033,0.0206,0.1082,58,0.0362,0.0362,0.1236,0.1414,0.3499,0.0721,0.3104,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,46,1046,1,188,280,0,0.7142857142857143,5,1,2,2,2,91,0.3351,1.4426,0.0248,0.0476,141,0.0731,0.0731,0.1016,0.1104,0.3476,0.0642,0.2745,bbq_sauce_1,1,1,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,47,1047,1,171,280,0,0.7142857142857143,5,1,1,1,2,61,0.1053,1.1931,0.0214,0.0649,96,0.0489,0.0489,0.1038,0.1121,0.3603,0.0679,0.2946,bbq_sauce_1,1,1,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,48,1048,1,119,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9499,0.0217,0.114,57,0.03,0.03,0.1237,0.1369,0.3611,0.0692,0.2992,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,49,1049,1,124,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0048,0.0238,0.0723,49,0.0472,0.0472,0.112,0.1173,0.3567,0.0695,0.2995,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,0,1000,1,141,280,0,0.7142857142857143,5,1,0,0,2,,0.0,1.1787,0.0418,0.1294,54,0.028,0.028,0.146,0.1572,0.5183,0.1126,0.3485,,,0,0,outputs/custom_eval_recovery/libero_object/frames/libero_object_4_initial.jpg,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,1,1001,1,138,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.138,0.0421,0.1199,48,0.0397,0.0397,0.131,0.1555,0.5072,0.1123,0.3188,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,2,1002,1,135,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1278,0.042,0.062,48,0.0722,0.0722,0.1327,0.1329,0.5188,0.1121,0.3274,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,3,1003,1,140,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1639,0.0432,0.0447,58,0.0762,0.0762,0.1138,0.1138,0.5157,0.1129,0.3102,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,4,1004,1,136,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1431,0.0418,0.1014,47,0.0648,0.0648,0.1514,0.1632,0.4956,0.1124,0.3352,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,5,1005,1,144,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1452,0.0425,0.104,48,0.0374,0.0374,0.1345,0.14,0.5068,0.1133,0.327,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,6,1006,1,137,280,0,0.7142857142857143,5,1,0,0,2,,0.0,1.1299,0.0423,0.1281,62,0.0283,0.0283,0.1454,0.1522,0.5151,0.1125,0.3324,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,7,1007,1,146,280,0,0.7142857142857143,5,1,0,0,3,,0.0,1.2131,0.0416,0.0759,53,0.0551,0.0551,0.1218,0.1296,0.5329,0.1126,0.3435,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,8,1008,1,138,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1236,0.0427,0.1047,47,0.0437,0.0437,0.1389,0.147,0.4991,0.1128,0.3192,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,9,1009,1,135,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1275,0.0426,0.1269,65,0.0278,0.0278,0.1423,0.1547,0.5054,0.1131,0.3281,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,10,1010,1,135,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1326,0.0418,0.066,49,0.075,0.075,0.1259,0.1383,0.5244,0.1125,0.3229,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,11,1011,1,132,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1347,0.0423,0.1093,46,0.0395,0.0395,0.1271,0.1445,0.5148,0.1126,0.3283,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,12,1012,1,128,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1401,0.0434,0.0463,42,0.0749,0.0749,0.1188,0.1188,0.5318,0.1117,0.3295,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,13,1013,1,146,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1829,0.0425,0.1001,52,0.0604,0.0604,0.1359,0.1523,0.5126,0.1139,0.3373,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,14,1014,1,135,280,0,0.7142857142857143,5,1,0,0,2,,0.0,1.1872,0.0433,0.0468,44,0.0728,0.0728,0.1187,0.1187,0.539,0.1116,0.3309,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,15,1015,1,138,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1265,0.042,0.1258,51,0.0507,0.0507,0.1572,0.1728,0.485,0.1124,0.3207,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,16,1016,0,280,280,1,0.7142857142857143,5,1,5,5,5,83,0.2714,1.7183,0.0483,0.1664,66,0.3132,0.3199,0.3341,0.3341,0.2026,0.0466,0.3119,ketchup_1,1,0,0,,outputs/custom_eval_recovery/libero_object/frames/failures/libero_object_4_ep16_fail.jpg,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,17,1017,1,141,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1701,0.0425,0.0826,46,0.0692,0.0692,0.1461,0.1516,0.5215,0.1115,0.3297,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,18,1018,1,138,280,0,0.7142857142857143,5,1,0,0,2,,0.0,1.1734,0.0425,0.1257,47,0.0354,0.0354,0.1426,0.1608,0.5261,0.1131,0.3454,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,19,1019,1,141,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.2156,0.0422,0.0735,53,0.0553,0.0553,0.1197,0.1269,0.4871,0.112,0.355,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,20,1020,1,139,280,0,0.7142857142857143,5,1,0,0,2,,0.0,1.131,0.0427,0.1006,46,0.0534,0.0534,0.1291,0.1511,0.5223,0.1124,0.3171,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,21,1021,1,139,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1973,0.0421,0.109,45,0.0379,0.0379,0.1262,0.1448,0.5331,0.1119,0.3411,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,22,1022,1,137,280,0,0.7142857142857143,5,1,0,0,2,,0.0,1.1204,0.0422,0.1035,47,0.0464,0.0464,0.1323,0.1494,0.5146,0.1123,0.3187,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,23,1023,1,137,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0919,0.0421,0.1247,48,0.056,0.056,0.1518,0.1682,0.5038,0.1131,0.3154,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,24,1024,1,141,280,0,0.7142857142857143,5,1,0,0,2,,0.0,1.1868,0.0417,0.1276,52,0.0275,0.0275,0.1432,0.154,0.5217,0.1123,0.3511,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,25,1025,1,134,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1351,0.0429,0.1228,44,0.0421,0.0421,0.1501,0.1647,0.5091,0.1123,0.3286,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,26,1026,1,133,280,0,0.7142857142857143,5,1,0,0,2,,0.0,1.1956,0.0423,0.0437,48,0.0735,0.0735,0.1154,0.1154,0.4853,0.1126,0.3508,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,27,1027,1,138,280,0,0.7142857142857143,5,1,0,0,2,,0.0,1.138,0.0414,0.121,45,0.0505,0.0505,0.1521,0.168,0.5049,0.1112,0.3367,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,28,1028,1,140,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1354,0.0421,0.1,50,0.0646,0.0646,0.1492,0.1606,0.5087,0.113,0.327,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,29,1029,1,131,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1188,0.0423,0.1269,42,0.0337,0.0337,0.1512,0.1591,0.5195,0.1112,0.3303,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,30,1030,1,139,280,0,0.7142857142857143,5,1,0,0,2,,0.0,1.1677,0.0417,0.1269,53,0.0262,0.0262,0.1418,0.1529,0.5049,0.1121,0.346,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,31,1031,1,144,280,0,0.7142857142857143,5,1,0,0,2,,0.0,1.1379,0.044,0.0729,70,0.0691,0.0691,0.1193,0.1305,0.5268,0.1131,0.2962,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,32,1032,1,139,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1493,0.0425,0.1048,46,0.0441,0.0441,0.1246,0.1434,0.5167,0.112,0.3209,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,33,1033,1,148,280,0,0.7142857142857143,5,1,0,0,2,,0.0,1.2069,0.0431,0.1025,55,0.057,0.057,0.1397,0.1548,0.4975,0.1136,0.3402,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,34,1034,1,139,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1797,0.0416,0.0953,49,0.0626,0.0626,0.1379,0.1572,0.5303,0.1118,0.3427,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,35,1035,1,137,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1291,0.0419,0.1004,49,0.0591,0.0591,0.1502,0.1578,0.5028,0.1125,0.3341,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,36,1036,1,133,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1627,0.0422,0.0745,46,0.0592,0.0592,0.1288,0.1324,0.4901,0.1125,0.3417,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,37,1037,1,143,280,0,0.7142857142857143,5,1,0,0,2,,0.0,1.1537,0.0423,0.0749,49,0.0657,0.0657,0.1368,0.1404,0.4942,0.1116,0.3226,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,38,1038,1,141,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1547,0.0421,0.0736,48,0.0792,0.0792,0.1286,0.1443,0.5173,0.1121,0.3161,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,39,1039,1,142,280,0,0.7142857142857143,5,1,0,0,2,,0.0,1.1843,0.0418,0.1273,54,0.032,0.032,0.1455,0.1589,0.5168,0.1126,0.3496,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,40,1040,1,136,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.128,0.0427,0.1017,44,0.0579,0.0579,0.131,0.1535,0.5213,0.1132,0.3187,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,41,1041,1,137,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1552,0.0423,0.127,62,0.0276,0.0276,0.1429,0.1502,0.5212,0.1128,0.3468,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,42,1042,1,136,280,0,0.7142857142857143,5,1,0,0,2,,0.0,1.1409,0.0424,0.0904,48,0.0724,0.0724,0.1375,0.1537,0.5127,0.1129,0.3223,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,43,1043,1,137,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1374,0.0419,0.1024,49,0.0608,0.0608,0.1509,0.1607,0.503,0.1125,0.3328,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,44,1044,1,134,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.2019,0.0419,0.0429,49,0.0703,0.0703,0.1103,0.1103,0.5052,0.1125,0.343,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,45,1045,1,135,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1222,0.0426,0.0626,42,0.0658,0.0658,0.1189,0.1268,0.506,0.1118,0.3257,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,46,1046,1,137,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.128,0.0415,0.1235,48,0.0396,0.0396,0.135,0.1529,0.5011,0.1113,0.3142,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,47,1047,1,141,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1726,0.043,0.1272,71,0.0333,0.0333,0.1417,0.1582,0.5146,0.1118,0.3308,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,48,1048,1,139,280,0,0.7142857142857143,5,1,0,0,2,,0.0,1.106,0.0423,0.1074,47,0.0481,0.0481,0.1403,0.1552,0.5107,0.1124,0.3159,,,0,0,,,
libero_object_4,libero_object,pick up the ketchup and place it in the basket,Pick the ketchup and place it in the basket,49,1049,1,131,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.1715,0.0425,0.0435,49,0.07,0.07,0.1127,0.1127,0.5225,0.1136,0.3387,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,0,1000,1,128,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0112,0.0164,0.0941,69,0.0397,0.0397,0.1034,0.132,0.3679,0.0493,0.2606,,,0,0,outputs/custom_eval_recovery/libero_object/frames/libero_object_5_initial.jpg,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,1,1001,1,120,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9311,0.024,0.0757,117,0.0446,0.0446,0.0997,0.1167,0.3777,0.0617,0.2498,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,2,1002,1,129,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9719,0.0148,0.1084,69,0.0356,0.0356,0.1163,0.1436,0.3749,0.0526,0.2643,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,3,1003,1,136,280,0,0.7142857142857143,5,1,0,0,2,,0.0,0.9742,0.0133,0.1097,126,0.0426,0.0426,0.1308,0.1522,0.3852,0.0517,0.2499,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,4,1004,1,128,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9667,0.0159,0.0868,125,0.0611,0.0611,0.1275,0.1449,0.3806,0.0533,0.2668,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,5,1005,1,116,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.973,0.0255,0.0261,66,0.0665,0.0665,0.0915,0.0915,0.3823,0.0634,0.2612,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,6,1006,1,128,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9888,0.0143,0.0814,68,0.0442,0.0442,0.108,0.1255,0.3652,0.0466,0.2624,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,7,1007,1,121,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9683,0.0191,0.0196,70,0.0699,0.0699,0.0892,0.0892,0.3686,0.0576,0.2682,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,8,1008,1,125,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9938,0.0225,0.0914,68,0.0439,0.0439,0.1001,0.1338,0.3576,0.0593,0.2699,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,9,1009,1,120,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.952,0.0147,0.1243,67,0.0289,0.0289,0.1328,0.1521,0.361,0.0447,0.2593,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,10,1010,1,117,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9205,0.0114,0.0617,104,0.0618,0.0618,0.1156,0.1221,0.3765,0.0456,0.2454,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,11,1011,1,119,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9373,0.0195,0.0701,69,0.0698,0.0698,0.12,0.1398,0.3673,0.058,0.2549,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,12,1012,1,127,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.995,0.0144,0.066,71,0.0649,0.0649,0.115,0.1305,0.3861,0.0481,0.2626,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,13,1013,1,127,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9603,0.013,0.0683,124,0.0694,0.0694,0.1115,0.1339,0.3654,0.0505,0.2617,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,14,1014,1,126,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0251,0.0243,0.0674,69,0.0697,0.0697,0.1124,0.1343,0.3699,0.0543,0.2854,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,15,1015,1,110,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9444,0.0304,0.0311,61,0.067,0.067,0.095,0.095,0.3793,0.0675,0.2546,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,16,1016,1,128,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9813,0.0084,0.0741,125,0.0431,0.0431,0.0947,0.1103,0.3416,0.0436,0.2789,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,17,1017,1,128,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9929,0.0059,0.0583,72,0.0628,0.0628,0.0871,0.1203,0.355,0.0441,0.2663,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,18,1018,1,138,280,0,0.7142857142857143,5,1,0,0,2,,0.0,0.9827,0.0122,0.1408,132,0.0298,0.0298,0.1252,0.1606,0.3657,0.0501,0.2588,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,19,1019,1,131,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0111,0.0159,0.0949,70,0.0336,0.0336,0.1042,0.1245,0.3657,0.0439,0.2533,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,20,1020,1,127,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9716,0.0134,0.0661,123,0.0485,0.0485,0.0997,0.113,0.3556,0.044,0.2631,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,21,1021,1,120,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9415,0.0345,0.0355,71,0.0759,0.0759,0.104,0.104,0.3664,0.0694,0.2607,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,22,1022,1,124,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.996,0.014,0.038,70,0.0659,0.0659,0.0934,0.1029,0.3797,0.0459,0.2534,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,23,1023,1,126,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9502,0.0174,0.074,73,0.0641,0.0641,0.1152,0.1364,0.3615,0.053,0.2733,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,24,1024,1,129,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0025,0.0331,0.1132,70,0.0378,0.0378,0.1122,0.1423,0.3704,0.0688,0.2692,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,25,1025,1,131,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9959,0.0076,0.0489,128,0.067,0.067,0.0922,0.1141,0.3545,0.044,0.2854,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,26,1026,1,117,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9929,0.0255,0.0262,68,0.0686,0.0686,0.0928,0.0928,0.382,0.0634,0.2619,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,27,1027,1,129,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9988,0.0344,0.0924,70,0.0518,0.0518,0.1098,0.1358,0.3694,0.0708,0.2656,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,28,1028,1,122,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9917,0.0136,0.0664,54,0.0436,0.0436,0.0825,0.1078,0.3745,0.0442,0.2535,,,0,0,,,
libero_object_5,libero_object,pick up the tomato sauce and place it in the basket,Pick the tomato sauce and place it in the basket,29,1029,1,107,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.917,0.0102,0.0106,61,0.0707,0.0707,0.077,0.077,0.3715,0.0452,0.2473,,,0,0,,,
